id,E,DeltaE,group_id,is_outlier,energy_bucket
471,-1550.956912,6.252547999999933,422,0,mid
472,-1551.618391,5.591069000000061,423,0,mid
473,-1551.749484,5.459976000000097,424,0,mid
474,-1553.103225,4.10623499999997,425,0,mid
475,-1553.103227,4.106232999999975,6,0,mid
476,-1551.16115,6.048310000000129,426,0,mid
477,-1551.749488,5.459972000000107,427,0,mid
478,-1553.103228,4.106232000000091,6,0,mid
479,-1551.371307,5.838153000000148,428,0,mid
48,-1552.19035,5.019109999999955,429,0,mid
480,-1551.329523,5.879936999999927,430,0,mid
481,-1550.161544,7.0479159999999865,431,0,mid
482,-1548.888144,8.321316000000024,432,0,high
483,-1544.125981,13.083479000000125,433,0,high
484,-1546.84372,10.36573999999996,434,0,high
485,-1548.139366,9.070093999999926,435,0,high
486,-1550.001681,7.207779000000073,436,0,mid
487,-1549.654381,7.555078999999978,437,0,high
488,-1548.192767,9.016693000000032,438,0,high
489,-1550.260435,6.94902500000012,439,0,mid
49,-1547.898428,9.311032000000068,440,0,high
490,-1550.372124,6.83733600000005,441,0,mid
491,-1550.740364,6.469096000000036,442,0,mid
492,-1549.8016,7.407860000000028,443,0,high
493,-1552.291597,4.917863000000125,7,0,mid
494,-1551.827768,5.38169199999993,444,0,mid
495,-1551.790457,5.419002999999975,4,0,mid
496,-1552.287863,4.92159700000002,445,0,mid
497,-1552.032863,5.176597000000129,446,0,mid
498,-1552.032863,5.176597000000129,447,0,mid
499,-1549.843263,7.366197000000056,448,0,high
5,-1549.266626,7.942833999999948,449,0,high
50,-1547.89843,9.311030000000072,450,0,high
500,-1552.03286,5.176600000000008,451,0,mid
501,-1548.667523,8.541936999999962,452,0,high
502,-1551.335927,5.873532999999952,8,0,mid
503,-1548.442847,8.766613000000007,453,0,high
504,-1548.139368,9.070091999999931,9,0,high
505,-1551.920745,5.288715000000138,454,0,mid
506,-1553.103221,4.10623899999996,455,0,mid
507,-1550.487256,6.722204000000147,456,0,mid
508,-1551.790456,5.419004000000086,457,0,mid
509,-1551.790458,5.419002000000091,458,0,mid
51,-1549.891524,7.317936000000145,10,0,high
510,-1549.572931,7.63652900000011,459,0,high
511,-1551.65404,5.55542000000014,460,0,mid
512,-1550.700124,6.509336000000076,461,0,mid
513,-1550.37212,6.83734000000004,462,0,mid
514,-1551.848339,5.361121000000139,463,0,mid
515,-1551.618388,5.59107199999994,464,0,mid
516,-1549.450437,7.75902300000007,465,0,high
517,-1548.749433,8.460027000000082,466,0,high
518,-1546.980468,10.228992000000062,467,0,high
519,-1551.01022,6.199240000000145,468,0,mid
52,-1550.892597,6.316863000000012,469,0,mid
520,-1548.722513,8.4869470000001,5,0,high
521,-1548.465149,8.744310999999925,470,0,high
522,-1548.13937,9.070089999999936,9,0,high
523,-1547.094598,10.11486200000013,471,0,high
524,-1547.9367,9.272760000000062,472,0,high
525,-1549.891523,7.317937000000029,473,0,high
526,-1549.480155,7.729305000000068,474,0,high
527,-1547.739024,9.470436000000063,475,0,high
528,-1550.159756,7.04970400000002,476,0,mid
529,-1553.103225,4.10623499999997,477,0,mid
53,-1543.077008,14.132452000000058,478,0,high
530,-1547.97917,9.230289999999968,479,0,high
531,-1547.979161,9.23029900000006,480,0,high
532,-1550.740409,6.469051000000036,2,0,mid
533,-1545.714374,11.495086000000128,481,0,high
534,-1550.277883,6.931577000000061,482,0,mid
535,-1547.844811,9.3646490000001,483,0,high
536,-1548.579505,8.629955000000109,484,0,high
537,-1548.343339,8.866121000000021,485,0,high
538,-1551.077227,6.132233000000042,486,0,mid
539,-1551.630032,5.579428000000007,487,0,mid
54,-1545.136936,12.07252399999993,488,0,high
540,-1549.455153,7.754306999999926,489,0,high
541,-1550.845979,6.3634810000000925,490,0,mid
542,-1550.778661,6.430798999999979,491,0,mid
543,-1552.344691,4.864769000000024,492,0,mid
544,-1549.865585,7.3438750000000255,493,0,high
545,-1551.258045,5.951414999999997,494,0,mid
546,-1549.891525,7.317935000000034,495,0,mid
547,-1549.891517,7.317943000000014,10,0,high
548,-1550.102552,7.106907999999976,496,0,mid
549,-1549.479695,7.729765000000043,497,0,high
55,-1551.115344,6.094115999999985,498,0,mid
550,-1552.291594,4.917866000000004,7,0,mid
551,-1549.965299,7.2441610000000765,499,0,mid
552,-1550.980018,6.229442000000063,500,0,mid
553,-1549.915877,7.293583000000126,501,0,mid
554,-1550.740409,6.469051000000036,2,0,mid
555,-1543.72135,13.488110000000006,502,0,high
556,-1543.283972,13.925488000000088,503,0,high
557,-1547.979166,9.230293999999958,504,0,high
558,-1552.032867,5.176593000000139,505,0,mid
559,-1549.873307,7.336152999999967,506,0,high
56,-1544.882763,12.326696999999967,507,0,high
560,-1551.335931,5.873528999999962,508,0,mid
561,-1547.29697,9.912489999999934,509,0,high
562,-1551.335925,5.873534999999947,8,0,mid
563,-1548.841594,8.367866000000049,510,0,high
564,-1551.335927,5.873532999999952,511,0,mid
565,-1553.448187,3.761273000000074,512,0,low
566,-1550.733463,6.475997000000007,513,0,mid
567,-1551.699198,5.510262000000012,514,0,mid
568,-1551.127031,6.082429000000047,515,0,mid
569,-1551.604565,5.604894999999942,516,0,mid
57,-1550.582139,6.627320999999938,517,0,mid
570,-1550.043598,7.165862000000061,518,0,mid
571,-1550.966515,6.242944999999963,519,0,mid
572,-1547.985151,9.224308999999948,520,0,high
573,-1553.710575,3.498884999999973,521,0,low
574,-1553.708937,3.50052299999993,522,0,low
575,-1553.700014,3.5094460000000254,11,0,low
576,-1553.699996,3.50946399999998,523,0,low
577,-1553.700013,3.5094470000001365,11,0,low
578,-1551.55123,5.658230000000003,524,0,mid
579,-1551.559256,5.650204000000031,525,0,mid
58,-1550.892601,6.316859000000022,526,0,mid
580,-1548.608559,8.600901000000022,527,0,high
581,-1551.135105,6.074354999999969,528,0,mid
582,-1551.986642,5.222817999999961,3,0,mid
583,-1551.986643,5.222817000000077,529,0,mid
584,-1551.459589,5.749870999999985,530,0,mid
585,-1551.077816,6.131644000000051,531,0,mid
586,-1542.857331,14.352129000000104,532,0,high
587,-1549.433577,7.775883000000022,533,0,high
588,-1554.545186,2.6642739999999776,534,0,low
589,-1548.150403,9.05905699999994,535,0,high
59,-1551.115428,6.09403199999997,536,0,mid
590,-1553.790336,3.4191240000000107,537,0,low
591,-1548.801169,8.408290999999963,538,0,high
592,-1551.699193,5.510267000000113,539,0,mid
593,-1551.741725,5.467734999999948,540,0,mid
594,-1553.033548,4.175911999999926,541,0,mid
595,-1553.136735,4.072724999999991,542,0,mid
596,-1551.687236,5.522224000000051,543,0,mid
597,-1553.700014,3.5094460000000254,11,0,low
598,-1550.228199,6.981261000000131,544,0,mid
599,-1551.459571,5.749888999999939,545,0,mid
6,-1551.374442,5.835017999999991,546,0,mid
60,-1551.115408,6.094052000000147,547,0,mid
600,-1551.742881,5.466579000000138,548,0,mid
601,-1551.561585,5.647875000000113,549,0,mid
602,-1552.719953,4.489507000000003,550,0,mid
603,-1551.1509,6.058559999999943,551,0,mid
604,-1553.262867,3.946593000000121,552,0,low
605,-1551.560921,5.648539000000028,553,0,mid
606,-1550.157216,7.052243999999973,554,0,mid
607,-1551.560926,5.648533999999927,555,0,mid
608,-1550.792158,6.417302000000063,556,0,mid
609,-1552.21828,4.991179999999986,557,0,mid
61,-1547.226146,9.983314000000064,558,0,high
610,-1550.650115,6.559345000000121,559,0,mid
611,-1550.947686,6.26177400000006,560,0,mid
612,-1551.759593,5.44986700000004,561,0,mid
613,-1553.033549,4.175911000000042,562,0,mid
614,-1550.667636,6.541824000000133,563,0,mid
615,-1551.065551,6.1439090000001215,564,0,mid
616,-1541.049554,16.159906000000092,565,1,high
617,-1546.204157,11.00530300000014,566,0,high
618,-1551.021726,6.187734000000091,567,0,mid
619,-1553.033551,4.175909000000047,568,0,mid
62,-1546.781008,10.428452000000108,569,0,high
620,-1551.687259,5.522200999999996,570,0,mid
621,-1552.82384,4.385620000000017,571,0,mid
622,-1551.957722,5.251737999999932,572,0,mid
623,-1553.446441,3.7630189999999857,573,0,low
624,-1548.362552,8.846907999999985,574,0,high
625,-1551.699199,5.510261000000128,575,0,mid
626,-1551.560923,5.648537000000033,576,0,mid
627,-1547.232654,9.976806000000124,577,0,high
628,-1544.889726,12.319733999999926,578,0,high
629,-1547.176484,10.032975999999962,579,0,high
